AT3G53430.1,Ribosomal protein L11 family protein
AT3G18860.1;AT3G18860.2,transducin family protein / WD-40 repeat family protein
AT5G12960.1,Putative glycosyl hydrolase of unknown function (DUF1680)
AT2G19830.1,SNF7 family protein
AT1G49040.1,stomatal cytokinesis defective / SCD1 protein (SCD1)
AT5G12250.1,beta-6 tubulin
AT3G29185.1,Domain of unknown function (DUF3598)
AT2G20270.1;AT2G20270.2,Thioredoxin superfamily protein
AT1G04820.1;AT1G50010.1,tubulin alpha-4 chain;tubulin alpha-2 chain
AT4G38900.1;AT4G38900.2;AT4G38900.3,Basic-leucine zipper (bZIP) transcription factor family protein
AT3G62600.1,DNAJ heat shock family protein
AT3G12280.1;AT3G12280.2,retinoblastoma-related 1
AT5G03880.1,Thioredoxin family protein
AT3G16760.1;AT3G16760.2,Tetratricopeptide repeat (TPR)-like superfamily protein
AT4G01690.1,Flavin containing amine oxidoreductase family
AT1G68590.1;AT1G68590.2,Ribosomal protein PSRP-3/Ycf65
AT1G55150.1,DEA(D/H)-box RNA helicase family protein
AT1G13060.1,20S proteasome beta subunit E1
AT1G03330.1,Small nuclear ribonucleoprotein family protein
AT2G38490.1,CBL-interacting protein kinase 22
AT5G62575.1;AT5G62575.2,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: mitochondrion;EXPRESSED IN: 25 plant structures;EXPRESSED DURING: 15 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G47833.1);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;EXPRESSED IN: 25 plant structures;EXPRESSED DURING: 15 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G47833.1);Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink).
AT1G60070.1;AT1G60070.2,"Adaptor protein complex AP-1, gamma subunit;Adaptor protein complex AP-1, gamma subunit"
AT3G29090.1,pectin methylesterase 31
AT1G52000.1,Mannose-binding lectin superfamily protein
AT1G10580.1,Transducin/WD40 repeat-like superfamily protein
AT3G51800.1;AT3G51800.3,metallopeptidase M24 family protein
AT2G04750.1,Actin binding Calponin homology (CH) domain-containing protein
AT1G29670.1,GDSL-like Lipase/Acylhydrolase superfamily protein
AT4G11860.1,Protein of unknown function (DUF544)
AT4G39260.1,"cold, circadian rhythm, and RNA binding 1"
AT5G26830.1,Threonyl-tRNA synthetase
AT5G18550.1,Zinc finger C-x8-C-x5-C-x3-H type family protein
AT3G08010.1,RNA binding
AT1G52360.1;AT1G52360.2,"Coatomer, beta' subunit;Coatomer, beta' subunit"
AT5G42920.2,"THO complex,  subunit 5"
AT2G22990.1;AT2G22990.2;AT2G22990.3;AT2G22990.4;AT2G22990.5;AT2G22990.6,sinapoylglucose 1
AT5G01920.1,Protein kinase superfamily protein
AT3G47060.1,FTSH protease 7
AT4G24400.1,CBL-interacting protein kinase 8
AT1G34750.1,Protein phosphatase 2C family protein
AT4G08870.1,Arginase/deacetylase superfamily protein
AT5G58190.1;AT5G58190.2,evolutionarily conserved C-terminal region 10
AT1G17370.1,oligouridylate binding protein 1B
AT5G05200.1,Protein kinase superfamily protein
AT5G23010.1,methylthioalkylmalate synthase 1
AT5G56950.1,nucleosome assembly protein 1;3
AT2G34590.1,Transketolase family protein
AT1G16810.1;AT1G16810.2,"unknown protein;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1754, eukaryotic (InterPro:IPR013865);Has 395 Blast hits to 394 proteins in 162 species: Archae - 0;Bacteria - 0;Metazoa - 181;Fungi - 91;Plants - 65;Viruses - 0;Other Eukaryotes - 58 (source: NCBI BLink).;unknown protein;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1754, eukaryotic (InterPro:IPR013865);Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink)."
AT3G01910.1,sulfite oxidase
AT2G34460.1,NAD(P)-binding Rossmann-fold superfamily protein
AT5G13690.1,alpha-N-acetylglucosaminidase family / NAGLU family
AT4G34980.1,subtilisin-like serine protease 2
AT1G56450.1,20S proteasome beta subunit G1
AT4G22350.1;AT4G22350.2,Ubiquitin C-terminal hydrolases superfamily protein
AT1G62750.1,Translation elongation factor EFG/EF2 protein
AT1G63000.1,nucleotide-rhamnose synthase/epimerase-reductase
AT4G28910.1;AT4G28910.2;AT4G28910.3,novel interactor of JAZ
AT3G14390.1,Pyridoxal-dependent decarboxylase family protein
AT3G18380.1;AT3G18380.2;AT3G18380.3,sequence-specific DNA binding transcription factors;sequence-specific DNA binding;sequence-specific DNA binding transcription factors;sequence-specific DNA binding;sequence-specific DNA binding transcription factors;sequence-specific DNA binding
AT3G49430.1;AT3G49430.2;AT3G49430.3,SER/ARG-rich protein 34A
AT4G26310.1,elongation factor P (EF-P) family protein
AT5G51100.1,Fe superoxide dismutase 2
AT4G15500.1,UDP-Glycosyltransferase superfamily protein
AT1G60770.1,Tetratricopeptide repeat (TPR)-like superfamily protein
AT5G48480.1,Lactoylglutathione lyase / glyoxalase I family protein
AT1G72560.1;AT1G72560.2;AT1G72560.3,ARM repeat superfamily protein
AT5G52640.1,heat shock protein 90.1
AT4G33580.1,beta carbonic anhydrase 5
AT1G20950.1,Phosphofructokinase family protein
AT5G66030.1;AT5G66030.2,Golgi-localized GRIP domain-containing protein
AT5G14540.1,Protein of unknown function (DUF1421)
AT5G06160.1,splicing factor-related
AT4G17560.1,Ribosomal protein L19 family protein
AT3G47200.1;AT3G47200.2,Plant protein of unknown function (DUF247)
AT4G33250.1,eukaryotic translation initiation factor 3K
AT1G26750.1,unknown protein;Has 44 Blast hits to 44 proteins in 16 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 44;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT2G39420.1,alpha/beta-Hydrolases superfamily protein
AT4G24940.1,SUMO-activating enzyme 1A
AT3G06930.1;AT3G06930.2,protein arginine methyltransferase 4B
AT3G04120.1,glyceraldehyde-3-phosphate dehydrogenase C subunit 1
AT5G38430.1,Ribulose bisphosphate carboxylase (small chain) family protein
AT5G56740.1,histone acetyltransferase of the GNAT family 2
AT5G35590.1,proteasome alpha subunit A1
AT4G04180.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT2G19385.1,zinc ion binding
AT2G40860.1,protein kinase family protein / protein phosphatase 2C ( PP2C) family protein
AT2G35790.1,unknown protein;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1301 (InterPro:IPR009724);Has 116 Blast hits to 116 proteins in 49 species: Archae - 0;Bacteria - 0;Metazoa - 53;Fungi - 6;Plants - 49;Viruses - 0;Other Eukaryotes - 8 (source: NCBI BLink).
AT4G10320.1,"tRNA synthetase class I (I, L, M and V) family protein"
AT3G48080.1,alpha/beta-Hydrolases superfamily protein
AT1G62020.1,"Coatomer, alpha subunit"
AT1G13930.1;AT1G13930.2;AT1G13930.3,Involved in response to salt stress.  Knockout mutants are hypersensitive to salt stress.
AT1G07660.1;AT1G07820.1;AT1G07820.2;AT2G28740.1;AT3G45930.1;AT3G46320.1;AT3G53730.1;AT5G59690.1;AT5G59970.1,Histone superfamily protein;Histone superfamily protein;Histone superfamily protein;histone H4;Histone superfamily protein;Histone superfamily protein;Histone superfamily protein;Histone superfamily protein;Histone superfamily protein
AT4G31780.2,monogalactosyl diacylglycerol synthase 1
AT1G68910.1;AT1G68910.2;AT1G68910.3,WPP domain-interacting protein 2
AT5G43960.1;AT5G43960.2,Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain
AT5G18410.1;AT5G18410.2,transcription activators
AT1G26570.1,UDP-glucose dehydrogenase 1
AT5G64300.1,GTP cyclohydrolase II
AT2G26540.1,uroporphyrinogen-III synthase family protein
AT1G58080.1,ATP phosphoribosyl transferase 1
AT1G50170.1,sirohydrochlorin ferrochelatase B
AT2G04030.1;AT2G04030.2,Chaperone protein htpG family protein
AT3G09150.2,"phytochromobilin:ferredoxin oxidoreductase, chloroplast / phytochromobilin synthase (HY2)"
AT2G17695.1;AT2G17695.2;AT2G17695.3,FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;CONTAINS InterPro DOMAIN/s: Domain of unknown function DUF1990 (InterPro:IPR018960);Has 259 Blast hits to 259 proteins in 120 species: Archae - 0;Bacteria - 197;Metazoa - 0;Fungi - 0;Plants - 57;Viruses - 0;Other Eukaryotes - 5 (source: NCBI BLink).;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;CONTAINS InterPro DOMAIN/s: Domain of unknown function DUF1990 (InterPro:IPR018960);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;CONTAINS InterPro DOMAIN/s: Domain of unknown function DUF1990 (InterPro:IPR018960).
AT1G11750.1;AT1G11750.2,CLP protease proteolytic subunit 6
AT3G58510.1;AT3G58510.2;AT3G58510.3,DEA(D/H)-box RNA helicase family protein
AT3G54600.1,Class I glutamine amidotransferase-like superfamily protein
AT5G08530.1,51 kDa subunit of complex I
AT3G20050.1,T-complex protein 1 alpha subunit
AT1G21065.1,unknown protein;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0047 (InterPro:IPR001602);Has 3800 Blast hits to 3784 proteins in 1137 species: Archae - 215;Bacteria - 2154;Metazoa - 42;Fungi - 99;Plants - 99;Viruses - 0;Other Eukaryotes - 1191 (source: NCBI BLink).
AT4G17770.1,trehalose phosphatase/synthase 5
AT5G60670.1,Ribosomal protein L11 family protein
AT5G63910.1,farnesylcysteine lyase
AT5G19680.1,Leucine-rich repeat (LRR) family protein
AT2G44230.1,Plant protein of unknown function (DUF946)
AT1G13820.1,alpha/beta-Hydrolases superfamily protein
AT3G02920.1;AT3G02920.2,"Replication protein A, subunit RPA32;Replication protein A, subunit RPA32"
AT3G44320.1,nitrilase 3
AT3G08920.1,Rhodanese/Cell cycle control phosphatase superfamily protein
AT5G49980.1,auxin F-box protein 5
AT2G21220.1;AT4G38860.1,SAUR-like auxin-responsive protein family
AT4G06599.1,ubiquitin family protein
AT2G26930.1,4-(cytidine 5'-phospho)-2-C-methyl-D-erithritol kinase
AT1G59960.1,NAD(P)-linked oxidoreductase superfamily protein
AT1G23820.1,spermidine synthase 1
AT3G58640.1;AT3G58640.2,Mitogen activated protein kinase kinase kinase-related
AT1G09340.1,chloroplast RNA binding
AT5G65460.1,kinesin like protein for actin based chloroplast movement 2
AT1G19000.1;AT1G19000.2,Homeodomain-like superfamily protein
AT5G10010.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: nucleolus;EXPRESSED IN: 25 plant structures;EXPRESSED DURING: 15 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G64910.1);Has 33260 Blast hits to 16857 proteins in 1270 species: Archae - 88;Bacteria - 3040;Metazoa - 11915;Fungi - 3137;Plants - 1371;Viruses - 424;Other Eukaryotes - 13285 (source: NCBI BLink).
AT1G66260.1;AT1G66260.2,RNA-binding (RRM/RBD/RNP motifs) family protein
AT5G17920.1;AT5G17920.2,Cobalamin-independent synthase family protein
AT1G80070.1,Pre-mRNA-processing-splicing factor
AT3G04840.1,Ribosomal protein S3Ae
AT5G57590.1,adenosylmethionine-8-amino-7-oxononanoate transaminases
AT5G26570.1,"catalytics;carbohydrate kinases;phosphoglucan, water dikinases"
AT5G35180.1;AT5G35180.2;AT5G35180.3;AT5G35180.4,Protein of unknown function (DUF1336)
AT5G63100.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT2G18040.1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
AT2G27720.1,60S acidic ribosomal protein family
AT3G52150.1;AT3G52150.2,RNA-binding (RRM/RBD/RNP motifs) family protein
AT2G29590.1,Thioesterase superfamily protein
ATMG00285.1;ATMG01320.1,NADH dehydrogenase 2A;NADH dehydrogenase 2B
AT5G44400.1,FAD-binding Berberine family protein
AT3G01120.1,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
AT3G33530.1,Transducin family protein / WD-40 repeat family protein
AT4G25880.1;AT4G25880.2;AT4G25880.3,pumilio 6
AT3G22120.1,cell wall-plasma membrane linker protein
AT1G13690.1,ATPase E1
AT3G17930.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast thylakoid membrane;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3007 (InterPro:IPR021562);Has 236 Blast hits to 236 proteins in 83 species: Archae - 0;Bacteria - 117;Metazoa - 0;Fungi - 0;Plants - 39;Viruses - 0;Other Eukaryotes - 80 (source: NCBI BLink).
AT1G22330.1;AT1G78260.1;AT1G78260.2,RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G74710.1;AT1G74710.2,ADC synthase superfamily protein
AT1G16190.1,Rad23 UV excision repair protein family
AT2G41530.1,S-formylglutathione hydrolase
AT5G09650.1,pyrophosphorylase 6
AT1G65020.1,"FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: endoplasmic reticulum, plasma membrane;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: NERD (InterPro:IPR011528);Has 69 Blast hits to 69 proteins in 27 species: Archae - 0;Bacteria - 18;Metazoa - 8;Fungi - 0;Plants - 36;Viruses - 0;Other Eukaryotes - 7 (source: NCBI BLink)."
AT1G02080.2,transcription regulators
AT5G67220.1,FMN-linked oxidoreductases superfamily protein
AT2G21195.1;AT2G21195.2;AT2G21195.3,unknown protein;Has 28 Blast hits to 28 proteins in 11 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 28;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).;unknown protein;Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: response to oxidative stress;LOCATED IN: cellular_component unknown;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;Has 26 Blast hits to 26 proteins in 10 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 26;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT5G64380.1,Inositol monophosphatase family protein
AT2G19570.1,cytidine deaminase 1
AT5G52580.1,RabGAP/TBC domain-containing protein
AT2G17640.1,Trimeric LpxA-like enzymes superfamily protein
AT1G64790.1,ILITYHIA
AT1G48830.1;AT1G48830.2,Ribosomal protein S7e family protein
AT4G12980.1,Auxin-responsive family protein
AT3G10405.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: pollen development;LOCATED IN: chloroplast;Has 44 Blast hits to 44 proteins in 20 species: Archae - 0;Bacteria - 4;Metazoa - 0;Fungi - 0;Plants - 39;Viruses - 0;Other Eukaryotes - 1 (source: NCBI BLink).
AT5G04740.1,ACT domain-containing protein
AT4G33480.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3727 (InterPro:IPR022203);Has 348 Blast hits to 348 proteins in 78 species: Archae - 0;Bacteria - 101;Metazoa - 0;Fungi - 0;Plants - 183;Viruses - 0;Other Eukaryotes - 64 (source: NCBI BLink).
AT4G37470.1,alpha/beta-Hydrolases superfamily protein
AT3G12930.1,Lojap-related protein
AT5G01650.1;AT5G01650.2,Tautomerase/MIF superfamily protein
AT1G16890.2,ubiquitin-conjugating enzyme 36
AT2G31610.1,Ribosomal protein S3 family protein
AT5G32450.1,RNA binding (RRM/RBD/RNP motifs) family protein
AT4G08390.1;AT4G08390.2;AT4G08390.3,stromal ascorbate peroxidase
AT4G24220.1;AT4G24220.2,NAD(P)-binding Rossmann-fold superfamily protein
AT4G04330.1,Chaperonin-like RbcX protein
AT4G34450.1,"coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative"
AT2G35040.1,AICARFT/IMPCHase bienzyme family protein
AT5G46070.1,Guanylate-binding family protein
AT3G04340.1,FtsH extracellular protease family
AT3G60245.1,Zinc-binding ribosomal protein family protein
AT3G57290.1,eukaryotic translation initiation factor 3E
AT4G05390.1,root FNR 1
AT5G24530.1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT5G10300.1,methyl esterase 5
AT1G74050.1;AT1G74060.1,Ribosomal protein L6 family protein
AT4G13770.1,"cytochrome P450, family 83, subfamily A, polypeptide 1"
AT3G49000.1,RNA polymerase III subunit RPC82 family protein
AT3G61450.1;AT3G61450.2,syntaxin of plants 73
AT1G12800.1,"Nucleic acid-binding, OB-fold-like protein"
AT2G34050.1,"INVOLVED IN: protein complex assembly;LOCATED IN: mitochondrion, chloroplast;EXPRESSED IN: 19 plant structures;EXPRESSED DURING: 9 growth stages;CONTAINS InterPro DOMAIN/s: ATP11 (InterPro:IPR010591);Has 304 Blast hits to 304 proteins in 167 species: Archae - 0;Bacteria - 0;Metazoa - 101;Fungi - 112;Plants - 39;Viruses - 0;Other Eukaryotes - 52 (source: NCBI BLink)."
AT2G36230.1,Aldolase-type TIM barrel family protein
AT1G10590.1;AT1G10590.2,"Nucleic acid-binding, OB-fold-like protein;Nucleic acid-binding, OB-fold-like protein"
AT1G12570.1,Glucose-methanol-choline (GMC) oxidoreductase family protein
AT1G01630.1,Sec14p-like phosphatidylinositol transfer family protein
AT1G02335.1,germin-like protein subfamily 2 member 2 precursor
AT4G25840.1,glycerol-3-phosphatase 1
AT5G28050.1;AT5G28050.2,Cytidine/deoxycytidylate deaminase family protein
AT1G72020.1,unknown protein;Has 52 Blast hits to 52 proteins in 18 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 52;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink).
AT4G29210.1;AT4G29210.2,gamma-glutamyl transpeptidase 4
AT1G12550.1,D-isomer specific 2-hydroxyacid dehydrogenase family protein
AT3G48730.1,"glutamate-1-semialdehyde 2,1-aminomutase 2"
AT3G13990.1;AT3G13990.2,Kinase-related protein of unknown function (DUF1296)
AT3G15840.1;AT3G15840.2;AT3G15840.3;AT3G15840.4;AT3G15840.5,post-illumination chlorophyll fluorescence increase
AT2G33840.1,"Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial"
AT5G09920.1,"RNA polymerase II, Rpb4, core protein"
AT3G09060.1,Pentatricopeptide repeat (PPR) superfamily protein
AT3G63150.1,MIRO-related GTP-ase 2
AT4G37880.1,LisH/CRA/RING-U-box domains-containing protein
AT1G76020.1,Thioredoxin superfamily protein
AT5G03430.1,phosphoadenosine phosphosulfate (PAPS) reductase family protein
AT5G64580.1,AAA-type ATPase family protein
AT5G35970.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT2G26800.1;AT2G26800.2,Aldolase superfamily protein
AT5G44530.1,Subtilase family protein
AT3G17770.1,Dihydroxyacetone kinase
AT1G68370.1,Chaperone DnaJ-domain superfamily protein
AT2G36250.1;AT2G36250.2,Tubulin/FtsZ family protein
